signal_nm,fixed_idler_display_nm,pump_from_energy_nm,pmf2_norm,pump_amp_norm,f2_norm
1270.6199999999994,1569.2018340265377,702.1071570267272,4.1882453234937865e-05,3.900580690987659e-10,6.3724206496190864e-24
1270.6299999999994,1569.2018340265377,702.1102103577964,4.1486030934839036e-05,3.94433135335112e-10,6.454497863313759e-24
1270.6399999999994,1569.2018340265377,702.1132636673619,4.109117330589931e-05,3.988560974237351e-10,6.5372456438138394e-24
1270.6499999999994,1569.2018340265377,702.1163169554243,4.0697905637792725e-05,4.0332746622144655e-10,6.620662470153128e-24
1270.6599999999994,1569.2018340265377,702.1193702219836,4.030625320214697e-05,4.07847757882239e-10,6.704746743438631e-24
1270.6699999999994,1569.2018340265377,702.12242346704,3.991624125730527e-05,4.1241749391120156e-10,6.789496794276181e-24
1270.6799999999994,1569.2018340265377,702.1254766905938,3.952789504319003e-05,4.1703720121817294e-10,6.874910889129674e-24
1270.6899999999994,1569.2018340265377,702.128529892645,3.914123978308002e-05,4.217074121717021e-10,6.960987238386902e-24
1270.6999999999994,1569.2018340265377,702.1315830731943,3.875630068839276e-05,4.264286646552972e-10,7.0477240057001e-24
1270.7099999999994,1569.2018340265377,702.1346362322416,3.837310294418733e-05,4.3120150212072957e-10,7.135119314403906e-24
1270.7199999999993,1569.2018340265377,702.1376893697872,3.799167171965113e-05,4.360264736451511e-10,7.223171259124789e-24
1270.7299999999993,1569.2018340265377,702.1407424858312,3.761203216356487e-05,4.4090413398775914e-10,7.311877915416234e-24
1270.7399999999993,1569.2018340265377,702.1437955803741,3.7234209403144994e-05,4.4583504364645684e-10,7.401237350685555e-24
1270.7499999999993,1569.2018340265377,702.146848653416,3.685822854347332e-05,4.5081976891503626e-10,7.491247635993606e-24
1270.7599999999993,1569.2018340265377,702.1499017049568,3.648411466594664e-05,4.558588819414928e-10,7.581906858473996e-24
